"hhid","fhh","covid_shock","ag_comm","irrigation","drought","flood","extension_training","animal_ded_area","rice","feed_Chickens","feed_Cattle"
"HID104757",1,1,2,1,0,0,NA,1,1,1,NA
"HID104838",0,1,2,1,0,0,NA,1,1,2,NA
"HID104888",0,1,2,1,0,0,NA,1,0,1,NA
"HID104976",0,1,2,0,0,0,NA,1,0,1,NA
"HID105088",0,1,2,1,0,0,NA,1,1,1,NA
"HID105223",0,1,2,1,0,0,NA,1,0,1,NA
"HID105238",0,1,2,0,0,0,NA,1,0,1,NA
"HID105463",0,1,2,1,0,0,NA,1,0,1,NA
"HID105512",0,1,2,NA,0,0,NA,1,0,1,1
"HID105522",0,1,2,1,0,0,NA,1,1,1,NA
"HID105558",1,1,2,1,0,0,NA,0,0,1,NA
"HID105581",1,1,2,1,0,0,NA,1,0,1,NA
"HID105651",1,1,2,1,0,1,NA,1,1,2,1
"HID105671",0,1,2,0,1,0,NA,1,1,1,NA
"HID105856",0,1,2,1,0,0,NA,1,1,2,1
"HID106028",0,1,2,1,0,0,NA,1,1,1,1
"HID106048",0,1,2,1,0,0,NA,1,1,1,1
"HID106083",0,1,2,1,0,1,NA,1,1,1,1
"HID106130",0,1,2,1,0,0,NA,1,1,1,1
"HID106132",0,1,2,1,0,0,NA,0,0,1,NA
"HID106578",0,1,2,0,0,1,NA,1,1,1,1
"HID106595",0,1,2,0,0,0,NA,1,1,NA,1
"HID106611",1,2,2,1,0,0,NA,1,1,2,NA
"HID106688",0,1,2,1,1,0,NA,1,1,1,1
"HID106860",0,1,2,1,0,0,NA,1,1,2,NA
"HID106901",0,1,2,1,0,0,NA,1,1,1,1
"HID106911",0,2,2,0,0,1,NA,1,1,2,1
"HID107022",0,1,2,1,0,0,NA,1,1,1,NA
"HID107133",0,1,2,NA,1,0,NA,1,0,2,NA
"HID107170",0,1,2,1,1,0,NA,1,1,1,1
"HID107498",1,1,2,1,0,0,NA,1,0,1,NA
"HID107534",0,1,2,0,0,0,NA,1,1,1,NA
"HID107761",0,1,2,1,0,0,NA,1,1,NA,NA
"HID107814",0,1,2,1,0,0,NA,1,1,2,NA
"HID107864",0,1,2,1,0,0,NA,1,1,1,1
"HID107881",0,2,2,1,0,0,NA,1,1,1,NA
"HID107911",0,1,2,1,0,0,NA,1,0,1,NA
"HID107933",0,2,2,0,1,1,NA,1,1,1,NA
"HID107972",1,1,2,0,0,1,NA,1,1,1,1
"HID108148",1,1,2,0,0,0,NA,1,0,2,NA
"HID108184",0,1,2,1,0,0,NA,1,1,1,NA
"HID108232",0,2,2,1,1,0,NA,1,0,2,NA
"HID108235",0,1,2,1,0,0,NA,1,1,1,NA
"HID108427",0,1,2,1,0,0,NA,1,1,NA,1
"HID108429",1,1,2,1,0,0,NA,1,1,2,NA
"HID108438",0,1,2,1,0,0,NA,1,1,2,NA
"HID108512",0,1,2,1,0,0,NA,1,1,1,NA
"HID108514",0,2,2,0,0,0,NA,1,1,NA,1
"HID108631",0,1,2,NA,0,0,NA,1,0,1,1
"HID108721",0,2,2,1,0,0,1,1,1,NA,NA
"HID108728",0,1,2,0,0,0,NA,1,1,1,NA
"HID108753",0,1,2,1,0,0,NA,1,0,1,NA
"HID108772",1,1,2,1,0,0,NA,1,0,1,NA
"HID108792",0,1,2,1,1,0,NA,1,0,NA,2
"HID108846",1,1,2,0,0,0,NA,1,0,1,NA
"HID108992",0,1,2,1,0,0,NA,1,1,1,NA
"HID108998",0,1,2,0,0,0,NA,1,1,1,1
"HID109351",0,1,2,1,1,0,NA,1,1,2,NA
"HID109386",0,1,2,1,0,0,NA,1,1,1,NA
"HID109461",1,1,2,NA,0,1,NA,1,0,1,NA
"HID109674",0,2,2,1,1,0,NA,1,1,1,NA
"HID109737",0,1,2,1,0,0,NA,1,1,1,NA
"HID109782",0,1,2,0,0,0,NA,1,1,1,NA
"HID109810",1,1,2,1,0,0,NA,1,1,1,1
"HID109882",1,1,2,1,0,0,NA,1,1,1,NA
"HID110027",0,1,2,1,0,0,NA,1,1,1,NA
"HID110108",1,1,2,1,0,0,NA,1,1,1,NA
"HID110240",0,1,2,0,0,0,NA,1,1,1,NA
"HID110284",1,1,2,0,0,1,NA,1,1,1,NA
"HID110679",0,1,2,1,1,0,NA,1,1,1,NA
"HID110713",1,1,2,1,0,0,NA,1,1,1,NA
"HID110771",0,2,2,0,0,0,NA,1,1,1,NA
"HID110801",0,1,2,0,0,0,NA,1,1,1,1
"HID110921",0,1,2,1,0,0,NA,1,0,1,1
"HID111135",1,1,2,1,0,1,NA,1,1,2,NA
"HID111218",1,1,2,1,0,0,NA,0,1,1,NA
"HID111255",0,1,2,1,0,0,NA,1,0,2,NA
"HID111264",0,1,2,1,0,0,NA,1,0,1,1
"HID111268",0,1,2,1,0,0,NA,1,1,NA,1
"HID111387",0,1,2,1,0,0,NA,1,1,2,NA
"HID111432",1,1,2,1,0,0,NA,1,1,1,1
"HID111471",1,1,2,1,0,0,NA,1,1,1,1
"HID111477",0,1,2,1,0,0,NA,1,1,NA,1
"HID111781",0,1,2,1,0,0,NA,1,1,2,1
"HID111841",1,1,2,1,0,0,NA,1,1,2,NA
"HID111910",0,1,2,1,0,0,NA,1,0,2,NA
"HID111913",0,1,2,1,0,0,NA,0,1,NA,1
"HID111938",0,1,2,1,0,0,NA,1,0,1,NA
"HID112165",1,1,2,1,0,0,NA,1,1,NA,1
"HID112252",1,1,2,1,0,0,NA,1,1,1,NA
"HID112413",0,1,2,0,1,0,NA,1,1,2,NA
"HID112569",0,1,2,1,1,0,NA,1,1,1,1
"HID112624",1,2,2,1,1,0,NA,1,1,1,NA
"HID112689",1,1,2,1,0,0,NA,1,1,1,NA
"HID112695",1,1,2,1,0,0,NA,1,1,1,NA
"HID112714",0,1,2,1,0,0,NA,1,0,1,NA
"HID112719",0,1,2,1,1,0,NA,1,1,1,NA
"HID112794",0,1,2,NA,0,0,NA,1,0,1,NA
"HID112852",0,1,2,1,0,0,NA,1,1,1,NA
"HID113000",1,1,2,1,0,0,NA,1,1,2,NA
"HID113021",0,1,2,1,1,0,NA,1,1,1,NA
"HID113136",0,1,2,NA,0,0,NA,1,0,2,NA
"HID113198",0,1,2,1,0,1,NA,1,1,1,1
"HID113262",0,1,2,1,0,0,NA,1,0,2,NA
"HID113322",1,1,2,0,0,0,NA,1,1,1,NA
"HID113341",1,1,2,1,0,1,NA,1,1,1,NA
"HID113359",0,1,2,0,0,0,NA,1,1,NA,1
"HID113431",0,1,2,1,1,0,NA,1,1,2,NA
"HID113460",1,1,2,1,0,0,NA,1,1,1,3
"HID113655",0,1,2,1,0,1,NA,1,0,1,NA
"HID113897",1,1,2,1,0,0,NA,1,1,1,NA
"HID113952",1,1,2,1,0,0,NA,1,1,NA,1
"HID113968",0,1,2,1,0,0,NA,1,1,1,NA
"HID113990",0,1,2,1,1,0,NA,1,1,1,NA
"HID114080",1,1,2,0,0,0,NA,1,1,1,NA
"HID114096",0,1,2,1,0,0,NA,1,1,2,NA
"HID114186",0,2,2,0,0,0,NA,1,1,2,NA
"HID114252",0,1,2,1,0,0,NA,1,1,1,NA
"HID114366",0,1,2,1,1,0,NA,1,1,1,NA
"HID114482",1,1,2,1,0,0,NA,1,1,1,1
"HID114551",0,1,2,1,0,0,NA,1,1,1,1
"HID114611",0,1,2,1,0,0,NA,1,1,1,NA
"HID114689",0,2,1,0,0,1,NA,1,1,2,NA
"HID114704",1,1,2,1,0,0,NA,1,0,1,NA
"HID114730",0,1,2,0,0,0,NA,0,0,1,NA
"HID114980",0,1,2,NA,0,0,NA,1,0,1,NA
"HID115123",0,1,2,NA,0,0,NA,1,0,1,NA
"HID115212",0,2,2,1,0,0,NA,1,1,1,1
"HID115257",0,1,2,1,0,0,NA,1,1,1,NA
"HID115391",0,1,2,1,0,0,NA,1,1,2,NA
"HID115392",0,1,2,1,0,0,NA,1,1,2,2
"HID115410",0,1,2,1,1,0,NA,1,1,1,NA
"HID115529",0,2,2,1,0,1,NA,1,1,1,1
"HID115569",0,1,2,1,0,0,NA,1,1,1,1
"HID115584",0,1,2,1,0,0,NA,1,1,2,NA
"HID115626",0,1,2,1,1,0,NA,1,0,1,1
"HID115627",0,2,2,1,1,0,NA,1,0,1,NA
"HID115740",1,1,2,1,0,0,NA,1,1,2,2
"HID115743",0,1,2,1,1,0,NA,1,0,1,NA
"HID115747",0,1,2,1,0,0,NA,1,1,1,1
"HID115854",1,1,2,0,0,0,NA,1,1,1,NA
"HID115904",1,1,2,1,0,0,NA,1,0,2,NA
"HID115977",0,2,2,1,1,0,NA,1,0,NA,NA
"HID116371",0,1,2,1,1,0,NA,1,1,1,1
"HID116534",0,1,2,1,1,0,NA,1,1,1,NA
"HID116575",0,2,2,1,0,0,NA,1,1,2,NA
"HID116661",0,1,2,NA,0,0,NA,1,0,1,NA
"HID116789",1,1,2,1,0,0,NA,1,0,2,NA
"HID116889",0,1,2,1,0,0,NA,1,0,2,NA
"HID117044",0,1,2,NA,0,0,NA,0,0,1,NA
"HID117166",0,1,2,0,0,0,NA,1,1,1,NA
"HID117174",1,1,2,1,0,0,NA,1,1,NA,1
"HID117269",0,2,2,0,0,0,NA,1,1,NA,1
"HID117397",1,1,2,1,0,0,NA,1,1,1,1
"HID117714",0,1,2,1,1,0,NA,1,1,2,2
"HID117744",1,2,2,0,0,0,NA,0,0,NA,2
"HID117824",0,1,2,1,0,0,NA,1,1,2,1
"HID117853",0,1,2,1,0,0,NA,1,0,2,2
"HID118036",0,1,2,1,0,0,NA,1,1,1,NA
"HID118073",0,1,2,0,0,0,NA,1,1,1,1
"HID118174",0,1,1,0,0,1,NA,1,0,1,NA
"HID118177",1,1,2,1,0,0,NA,1,1,1,NA
"HID118288",0,2,1,0,0,0,NA,1,0,2,NA
"HID118482",0,2,2,1,0,0,NA,1,0,1,NA
"HID118603",0,1,2,1,0,0,NA,1,0,NA,1
"HID118622",0,2,2,1,0,0,NA,0,0,1,NA
"HID118759",0,1,2,1,0,0,NA,0,0,1,NA
"HID118845",0,2,2,0,1,1,NA,1,1,2,NA
"HID119063",0,1,2,1,0,0,NA,1,0,2,NA
"HID119064",0,1,2,NA,0,1,NA,1,0,2,NA
"HID119074",0,1,2,1,1,0,NA,1,1,1,1
"HID119102",0,1,2,1,0,0,NA,1,1,1,1
"HID119117",0,2,2,NA,1,1,NA,1,0,3,NA
"HID119134",0,2,2,1,0,0,NA,1,0,2,NA
"HID119145",0,1,2,1,1,0,NA,1,1,1,NA
"HID119343",0,1,2,0,0,0,NA,1,0,1,NA
"HID119540",1,1,2,1,0,0,NA,1,1,1,1
"HID119613",0,1,2,1,1,0,NA,1,0,2,NA
"HID119701",0,1,2,1,0,0,NA,1,0,1,NA
"HID119707",1,2,1,0,0,1,NA,1,0,2,NA
"HID119811",0,1,2,0,0,0,NA,1,0,2,NA
"HID119850",0,1,2,1,0,0,NA,1,0,1,1
"HID119860",0,2,2,0,0,0,NA,1,1,NA,NA
"HID119874",0,1,2,1,1,0,NA,1,1,2,NA
"HID119895",0,1,2,0,0,1,NA,1,1,NA,NA
"HID119899",0,1,2,1,0,0,NA,1,1,2,NA
"HID120023",0,1,2,0,0,0,NA,1,1,1,NA
"HID120154",0,2,2,1,1,0,NA,1,1,2,NA
"HID120206",0,1,2,1,0,0,NA,0,0,1,NA
"HID120345",1,1,2,1,1,0,NA,1,1,1,1
"HID120414",0,1,2,1,0,1,NA,1,1,2,NA
"HID120453",1,1,2,1,0,0,NA,1,0,1,NA
"HID120487",1,1,2,1,0,0,NA,1,1,1,1
"HID120524",0,1,2,NA,0,0,NA,1,0,1,NA
"HID120683",0,1,2,0,0,0,NA,1,1,1,NA
"HID120947",0,1,2,NA,0,1,NA,1,0,2,2
"HID120976",0,1,2,NA,0,0,NA,1,0,1,NA
"HID121031",0,1,2,1,0,1,NA,1,1,2,NA
"HID121121",1,1,2,1,1,0,NA,1,0,NA,NA
"HID121348",0,1,2,1,0,0,NA,0,1,1,NA
"HID121372",0,1,2,1,0,0,NA,1,0,2,2
"HID121373",1,1,2,1,0,1,NA,1,1,1,1
"HID121412",0,1,2,1,1,0,NA,1,0,1,1
"HID121420",0,1,2,1,0,0,NA,1,1,1,1
"HID121476",0,1,2,1,0,0,NA,1,1,2,2
"HID121521",1,1,2,1,0,0,NA,1,1,1,NA
"HID121877",0,1,2,1,0,0,NA,1,1,1,NA
"HID121908",0,1,2,0,0,0,NA,1,1,1,NA
"HID121953",0,2,2,1,0,0,NA,1,0,1,NA
"HID121972",0,1,2,1,0,0,NA,1,1,2,NA
"HID121990",1,1,2,1,0,0,NA,1,0,1,NA
"HID122035",0,1,2,1,0,0,NA,1,1,1,1
"HID122130",1,1,2,1,0,0,NA,1,1,1,NA
"HID122149",0,1,2,0,1,0,NA,1,1,1,NA
"HID122472",0,1,2,0,0,0,NA,1,0,1,NA
"HID122488",0,1,2,1,0,0,NA,1,1,1,NA
"HID122500",1,1,2,1,0,0,NA,1,1,1,1
"HID122663",0,1,2,1,0,0,NA,1,1,1,NA
"HID122733",1,1,2,1,0,0,NA,1,0,NA,1
"HID122787",0,1,2,1,0,0,NA,1,0,1,NA
"HID122919",1,1,2,1,0,0,NA,1,0,2,NA
"HID122920",0,1,2,0,0,0,NA,1,1,1,NA
"HID122992",0,1,1,0,0,0,NA,1,1,2,1
"HID123010",0,1,2,1,0,0,NA,1,0,1,NA
"HID123179",0,1,2,0,0,0,NA,1,1,NA,1
"HID123283",0,1,2,1,0,0,NA,1,1,2,1
"HID123382",0,1,2,1,1,0,NA,1,1,1,1
"HID123527",0,1,2,1,0,0,NA,1,1,2,1
"HID123588",0,1,2,1,1,0,NA,1,1,1,NA
"HID123638",1,1,2,1,0,0,NA,0,0,1,NA
"HID123680",1,1,2,1,0,0,NA,1,1,2,NA
"HID123685",0,1,2,1,0,0,NA,1,1,1,2
"HID123727",0,1,2,1,0,0,NA,1,0,1,NA
"HID123780",1,1,2,1,0,0,NA,1,0,1,1
"HID123794",0,1,2,1,1,0,NA,1,1,1,1
"HID123797",0,1,2,1,1,0,NA,1,1,2,1
"HID123830",0,1,2,1,0,0,NA,1,1,1,1
"HID123865",1,1,2,1,0,0,NA,1,1,1,1
"HID124040",0,2,2,0,0,0,NA,1,0,2,1
"HID124095",0,1,2,1,0,0,NA,1,1,1,1
"HID124140",0,1,2,1,0,0,NA,1,0,1,NA
"HID124200",0,1,2,1,1,0,NA,1,1,1,NA
"HID124219",0,1,2,1,0,0,NA,0,1,NA,NA
"HID124324",1,2,2,1,1,0,NA,1,1,2,NA
"HID124360",0,1,2,1,0,0,NA,1,1,NA,1
"HID124568",1,1,2,1,0,1,NA,1,1,1,1
"HID124582",0,1,2,1,0,0,NA,1,1,NA,2
"HID124605",0,1,2,0,0,0,NA,1,1,1,1
"HID124616",0,2,2,1,0,0,NA,1,1,1,1
"HID125113",0,1,2,1,0,0,NA,1,1,1,1
"HID125133",0,1,2,1,0,0,NA,1,1,1,NA
"HID125173",1,2,2,1,0,0,NA,1,1,1,NA
"HID125372",1,1,2,NA,0,0,NA,1,0,1,NA
"HID125435",0,2,2,1,0,0,NA,1,1,1,NA
"HID125459",0,1,2,1,0,0,NA,1,1,2,1
"HID125469",0,1,2,0,0,0,NA,1,1,1,1
"HID125549",0,1,2,1,0,0,NA,1,0,2,NA
"HID125552",0,1,2,1,0,0,NA,1,1,2,NA
"HID125567",0,1,1,0,0,0,NA,0,1,NA,1
"HID125572",0,1,2,1,0,0,NA,1,1,1,1
"HID125632",0,1,2,NA,0,0,NA,1,0,2,NA
"HID125640",0,2,2,1,1,0,NA,1,1,1,NA
"HID125654",0,1,2,0,0,0,NA,1,1,1,NA
"HID125678",0,1,2,1,0,0,NA,1,0,1,NA
"HID125683",1,1,2,1,0,0,NA,1,0,1,NA
"HID125702",0,2,2,1,0,1,NA,1,1,2,NA
"HID125854",1,1,2,0,0,0,NA,1,1,1,1
"HID125929",1,1,2,1,0,0,NA,1,1,1,NA
"HID126001",1,1,2,1,0,0,NA,1,1,1,1
"HID126004",0,1,2,NA,0,0,NA,1,0,1,NA
"HID126037",0,1,2,1,0,0,NA,1,1,1,NA
"HID126115",0,1,2,1,0,0,NA,1,1,1,1
"HID126274",0,1,2,1,0,0,NA,1,1,1,NA
"HID126560",0,1,2,1,1,1,NA,1,1,1,NA
"HID126607",0,1,2,0,0,0,NA,1,1,1,NA
"HID126875",1,1,2,1,0,0,NA,1,1,1,NA
"HID126903",0,1,2,1,0,0,NA,1,0,1,1
"HID127043",0,2,2,1,0,0,NA,1,1,2,2
"HID127182",1,1,2,1,0,0,NA,1,0,2,NA
"HID127264",0,2,2,1,1,0,NA,1,1,1,NA
"HID127325",0,2,1,0,0,0,NA,0,0,2,NA
"HID127342",0,1,2,0,0,0,NA,1,1,1,NA
"HID127537",0,1,2,1,0,0,NA,1,0,1,NA
"HID127713",1,1,2,1,0,0,NA,0,1,2,NA
"HID127761",0,1,2,0,0,1,NA,1,1,2,1
"HID127874",0,1,2,1,0,0,NA,1,1,2,1
"HID127926",0,1,2,1,0,0,NA,0,1,NA,1
"HID127981",0,2,2,1,0,1,NA,1,0,1,1
"HID128062",1,2,2,1,0,0,NA,1,1,2,NA
"HID128093",0,1,2,1,1,0,NA,1,1,2,NA
"HID128191",1,1,2,1,1,0,NA,1,1,1,NA
"HID128233",0,1,2,0,0,0,NA,1,1,2,NA
"HID128352",1,1,2,0,0,0,NA,1,1,1,NA
"HID128462",0,1,2,0,0,0,NA,1,1,2,NA
"HID128486",0,1,2,1,0,0,NA,1,1,1,NA
"HID128496",0,1,2,1,0,0,NA,1,1,1,1
"HID128578",0,1,2,0,0,0,NA,1,0,2,NA
"HID128603",1,1,2,NA,0,0,NA,1,0,1,NA
"HID128617",0,1,2,1,0,0,NA,1,1,1,1
"HID128632",0,1,2,1,0,0,NA,1,0,1,1
"HID128685",1,1,2,1,0,0,NA,1,0,1,NA
"HID128697",0,1,2,1,0,0,NA,1,1,1,1
"HID128773",0,1,2,1,0,0,NA,1,1,1,NA
"HID128791",1,1,2,0,0,1,NA,1,1,1,1
"HID128989",0,1,2,1,0,0,NA,1,0,1,NA
"HID129242",0,2,2,1,0,0,NA,1,1,2,1
"HID129327",0,1,2,1,0,0,NA,1,0,1,1
"HID129339",0,1,2,1,1,0,NA,1,1,1,1
"HID129376",0,1,2,1,1,0,NA,1,1,1,NA
"HID129395",1,2,2,0,1,0,NA,1,1,1,1
"HID129495",1,1,2,0,0,0,NA,1,1,2,NA
"HID129595",0,1,2,1,1,0,NA,1,1,1,1
"HID129600",0,2,1,0,0,1,NA,1,1,2,NA
"HID129665",0,1,2,1,0,0,NA,1,1,1,NA
"HID129788",1,1,2,0,0,0,NA,1,0,1,NA
"HID129804",0,1,2,0,1,0,NA,1,1,1,1
"HID129856",0,1,2,1,0,0,NA,1,1,1,NA
"HID130039",0,1,2,1,0,0,NA,1,1,1,1
"HID130098",0,1,2,0,0,0,NA,1,1,1,NA
"HID130104",0,1,2,NA,0,0,NA,1,0,2,NA
"HID130165",0,1,2,1,0,0,NA,1,1,2,2
"HID130174",0,1,2,1,1,0,NA,1,1,1,1
"HID130208",0,1,2,1,0,1,NA,1,0,2,NA
"HID130216",0,1,2,1,1,0,NA,1,1,1,1
"HID130238",0,2,2,0,0,0,NA,0,1,1,NA
"HID130257",0,1,2,1,0,0,NA,1,1,1,1
"HID130357",0,1,2,1,1,0,NA,1,1,1,NA
"HID130712",0,2,2,NA,0,1,NA,1,0,2,NA
"HID130813",1,1,2,1,0,0,NA,0,1,1,NA
"HID130830",0,1,2,1,0,0,NA,1,1,1,NA
"HID130838",0,1,2,1,1,0,NA,1,1,2,NA
"HID130860",0,1,2,1,0,0,NA,1,1,1,NA
"HID131059",0,1,2,1,0,0,NA,1,1,2,2
"HID131233",0,1,2,1,0,0,NA,1,1,1,1
"HID131253",0,1,2,1,0,0,NA,1,1,1,NA
"HID131255",1,1,2,1,0,0,NA,1,0,1,NA
"HID131297",1,1,2,1,0,0,NA,1,0,1,NA
"HID131367",0,1,2,0,1,0,NA,1,1,1,1
"HID131391",0,1,2,1,0,0,NA,1,1,2,1
"HID131476",0,1,2,1,0,0,NA,1,1,2,NA
"HID131481",0,1,2,1,0,1,0,1,1,1,NA
"HID131524",1,1,2,0,0,0,NA,1,1,2,1
"HID131577",0,1,2,1,0,0,NA,1,1,2,NA
"HID131625",1,1,2,0,0,0,NA,1,0,1,NA
"HID131660",0,1,2,1,0,0,NA,0,1,1,1
"HID131683",0,1,2,0,0,0,NA,1,1,1,1
"HID131959",0,1,2,0,0,0,NA,1,0,2,NA
"HID132027",0,1,2,1,0,0,NA,1,0,NA,1
"HID132099",0,1,2,1,0,0,NA,1,1,1,NA
"HID132118",1,1,2,1,0,0,NA,1,1,NA,1
"HID132326",0,1,2,NA,0,0,NA,1,0,1,1
"HID132405",0,2,2,1,1,0,NA,0,1,1,1
"HID132464",1,1,2,0,0,0,NA,1,0,1,NA
"HID132468",1,1,2,1,1,0,NA,1,0,2,NA
"HID132476",0,1,2,1,1,0,NA,1,1,1,1
"HID132734",0,1,2,1,1,0,NA,1,1,1,2
"HID132754",1,1,2,1,0,0,NA,1,1,2,NA
"HID132779",0,2,2,0,0,0,NA,1,0,2,NA
"HID132902",1,1,2,1,0,0,NA,1,1,1,NA
"HID132919",1,1,2,1,0,0,NA,1,1,NA,1
"HID133075",0,1,2,1,0,0,NA,1,0,1,NA
"HID133163",0,1,2,0,0,0,NA,1,1,2,NA
"HID133182",0,1,2,1,0,0,NA,1,1,1,NA
"HID133362",0,1,2,1,1,0,NA,1,1,1,1
"HID133374",0,1,2,1,0,0,NA,1,0,1,1
"HID133384",0,1,2,1,0,1,NA,1,1,2,2
"HID133542",1,1,2,1,0,0,NA,1,1,NA,NA
"HID133671",0,1,2,1,0,0,NA,1,0,NA,1
"HID133815",0,1,2,1,0,0,NA,1,0,2,NA
"HID133823",0,1,2,1,1,0,NA,1,1,NA,NA
"HID133880",0,1,2,1,0,0,NA,1,1,1,NA
"HID133882",0,2,2,1,0,1,NA,1,1,1,NA
"HID133965",0,2,2,1,1,0,NA,1,0,1,NA
"HID134038",0,1,2,1,0,0,NA,1,1,1,1
"HID134148",0,1,2,1,0,0,NA,0,1,1,NA
"HID134359",0,1,2,1,0,0,NA,1,0,1,NA
"HID134360",0,1,2,1,0,0,NA,1,1,1,1
"HID134670",0,1,2,0,0,1,NA,1,1,NA,1
"HID134701",0,2,1,0,0,1,NA,1,0,2,NA
"HID134757",1,1,2,1,0,0,NA,1,1,1,NA
"HID134919",0,1,2,1,0,0,NA,1,1,1,NA
"HID134975",0,1,2,1,0,0,NA,1,1,2,NA
"HID134983",1,1,2,0,0,0,NA,1,1,NA,1
"HID134999",0,1,2,NA,0,0,NA,1,0,NA,NA
"HID135025",1,2,2,0,0,0,NA,1,1,2,NA
"HID135078",0,1,2,0,1,1,1,1,1,2,NA
"HID135197",0,1,2,0,0,0,NA,0,0,1,1
"HID135312",0,1,1,1,0,0,NA,1,1,1,NA
"HID135559",0,2,2,0,0,1,NA,1,1,1,NA
"HID135620",1,1,2,1,0,0,NA,1,1,NA,1
"HID135665",0,1,2,1,1,0,NA,1,1,1,NA
"HID135681",0,1,2,1,1,0,NA,1,1,2,NA
"HID135703",0,1,2,1,0,0,NA,1,1,NA,NA
"HID135799",0,1,2,0,1,0,NA,1,1,1,1
"HID135808",1,1,2,1,0,0,NA,1,1,1,1
"HID135853",0,1,2,1,0,0,NA,0,1,NA,1
"HID135884",0,2,2,1,1,0,NA,1,1,1,1
"HID135926",0,1,2,1,1,0,NA,1,1,2,NA
"HID135956",0,1,2,0,1,0,NA,1,1,1,NA
"HID136050",0,1,2,1,1,0,NA,1,1,1,1
"HID136254",1,1,2,NA,0,0,NA,1,0,2,NA
"HID136278",0,1,2,1,0,1,NA,1,0,2,NA
"HID136281",1,1,2,1,1,0,NA,1,1,1,NA
"HID136309",0,1,2,1,0,0,NA,1,1,1,1
"HID136315",0,1,2,0,0,0,NA,1,1,1,1
